Car Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Car Age
Toyota Etios,70490,Petrol,Manual,1,1.2,14
Renault Duster,140000,Diesel,Manual,5,1.85,13
Maruti A Star,110000,Petrol,Manual,2,1.4,15
Tata TIGOR,64590,Petrol,Manual,2,3.66,8
Skoda Rapid,110000,Diesel,Manual,2,2.0,12
Maruti Alto K10,34110,Petrol,Manual,1,1.64,13
Ford Figo,100000,Diesel,Manual,2,1.65,13
Hyundai i10,140000,Petrol,Manual,3,1.42,15
Volkswagen Polo,41650,Petrol,Manual,2,5.36,5
Ford Ecosport,150000,Diesel,Manual,3,2.64,12
Toyota Etios,99990,Petrol,Manual,3,1.5,14
Hyundai Xcent,150000,Diesel,Manual,1,2.41,11
Ford Figo,110000,Diesel,Manual,1,1.5,13
Tata Safari Storme,83490,Diesel,Manual,2,2.76,13
Maruti Ciaz,210000,Diesel,Manual,2,5.15,7
Hyundai GRAND I10 NIOS,88520,Petrol,Auto,1,5.14,6
Hyundai i20 Active,87620,Diesel,Manual,2,2.8,10
Hyundai Elite i20,80890,Diesel,Manual,2,4.69,8
Honda Brio,55670,Petrol,Manual,2,1.97,12
Hyundai VENUE,46840,Petrol,Manual,1,6.97,3
Volkswagen Polo,28060,Petrol,Manual,1,5.0,6
Tata PUNCH,38270,Petrol,Auto,1,6.8,4
Renault Kwid,90170,Petrol,Manual,2,2.78,6
Fiat Linea,100000,Petrol,Manual,1,1.2,15
Hyundai Verna,120000,Diesel,Manual,1,2.55,13
Hyundai Verna,140000,Petrol,Manual,1,2.0,14
Skoda Rapid,180000,Diesel,Manual,3,2.04,11
Honda Brio,170000,Petrol,Manual,1,1.65,12
Maruti Wagon R Duo,180000,Petrol,Manual,1,1.12,15
Maruti Baleno,86600,Petrol,Manual,1,5.5,3
Nissan MAGNITE,24730,Petrol,Manual,1,5.12,4
Hyundai GRAND I10 NIOS,22410,Petrol,Manual,1,5.42,4
Honda Amaze,65090,Petrol,Manual,1,5.36,5
Mahindra Scorpio,110000,Diesel,Manual,3,1.35,15
Tata NEXON,16129,Diesel,Manual,1,9.45,1
Maruti Dzire,45530,Petrol,Manual,2,5.36,7
Maruti Swift Dzire,88870,Petrol,Manual,2,3.6,10
Mahindra Scorpio,180000,Diesel,Manual,2,3.0,14
Hyundai NEW SANTRO,11510,Petrol,Manual,1,3.75,7
Nissan MAGNITE,92380,Petrol,Manual,1,5.4,3
Tata Tiago,140000,Petrol,Manual,1,3.41,7
Maruti Baleno,25470,Petrol,Manual,1,5.58,5
Hyundai Xcent,120000,Diesel,Manual,2,4.22,7
Mahindra XUV500,110000,Diesel,Manual,2,2.65,10
Volkswagen Jetta,200000,Diesel,Manual,1,2.58,13
Renault Duster,170000,Diesel,Manual,2,2.73,12
Hyundai VENUE,110000,Petrol,Manual,1,7.07,4
Hyundai NEW SANTRO,110000,Petrol,Manual,1,3.2,6
Volkswagen Ameo,28250,Petrol,Manual,1,4.38,8
Maruti Wagon R 1.0,150000,Petrol,Manual,4,1.6,13
Tata TIGOR,82320,Petrol,Manual,1,7.45,3
Volkswagen Polo,76160,Petrol,Auto,1,7.19,5
Mahindra Scorpio,28170,Diesel,Manual,3,8.36,8
Tata Harrier,160000,Diesel,Manual,1,15.0,4
Jeep Compass,100000,Diesel,Manual,3,9.31,8
Hyundai Grand i10,80000,Petrol,Manual,2,3.8,7
Hyundai i20 Active,140000,Petrol,Manual,1,3.55,10
Jeep Compass,78250,Diesel,Manual,1,9.68,8
Renault Kwid,80650,Petrol,Manual,1,2.5,6
Ford FREESTYLE,170000,Diesel,Manual,1,5.25,5
Mahindra XUV500,120000,Diesel,Manual,1,9.5,6
Hyundai Elite i20,110000,Diesel,Manual,2,4.4,6
Maruti Swift,65200,Petrol,Manual,1,5.31,4
Ford Ecosport,72740,Diesel,Manual,2,6.0,7
Mahindra XUV500,140000,Diesel,Manual,2,5.92,10
Nissan MAGNITE,37420,Petrol,Manual,1,6.43,3
KIA SELTOS,20,Petrol,Manual,1,11.0,4
Hyundai Elite i20,70620,Petrol,Manual,1,5.42,6
Skoda KUSHAQ,31430,Petrol,Manual,1,11.0,2
Tata Harrier,66850,Diesel,Manual,1,18.0,3
KIA CARENS,12920,Petrol,Manual,1,11.95,1
Renault Kiger,8330,Petrol,Manual,1,7.25,2
Hyundai AURA,39580,Petrol,Manual,1,8.2,1
Skoda Rapid,52000,Petrol,Manual,2,7.25,4
Tata ALTROZ,31470,Petrol,Manual,1,6.2,3
Maruti Dzire,71960,Petrol,Manual,2,5.72,5
Tata Tiago,87300,Petrol,Manual,1,6.09,3
Maruti Ertiga,150000,Diesel,Manual,1,4.5,11
Maruti BREZZA,23350,Petrol,Manual,1,9.05,3
Toyota YARIS,140000,Petrol,Auto,2,5.49,7
Ford FREESTYLE,130000,Diesel,Manual,1,5.76,7
Maruti Baleno,80620,Petrol,Manual,1,4.98,6
Hyundai VENUE,74790,Petrol,Auto,1,7.19,6
Ford Ecosport,72000,Diesel,Manual,2,5.9,6
MG ASTOR,30320,Petrol,Auto,1,9.8,4
Tata NEXON,74310,Diesel,Manual,1,9.8,4
Toyota Innova,260000,Diesel,Manual,1,7.0,10
Maruti S Cross,170000,Diesel,Manual,1,4.75,10
MG ASTOR,37190,Petrol,Auto,1,11.5,3
Tata NEXON,17100,Petrol,Manual,1,10.44,2
Toyota Innova,160000,Diesel,Manual,2,5.99,11
Toyota Innova,140000,Diesel,Manual,2,10.0,11
MG HECTOR PLUS,40370,Diesel,Manual,1,14.86,2
KIA SELTOS,110000,Diesel,Manual,1,9.5,5
Tata Harrier,190000,Diesel,Manual,1,8.4,6
Audi A6,110000,Diesel,Auto,2,7.0,12
Honda City,190000,Diesel,Manual,2,4.39,11
Toyota Glanza,130000,Petrol,Manual,2,5.29,6
Toyota Etios Liva,130000,Diesel,Manual,2,3.08,12
Maruti Swift Dzire,110000,Diesel,Manual,2,4.3,9
Landrover Freelander 2,120000,Diesel,Auto,1,10.0,12
Hyundai Verna,83900,Diesel,Manual,1,9.34,5
Honda City,120000,Petrol,Manual,1,3.95,11
Skoda Rapid,250000,Diesel,Manual,1,3.3,10
Toyota Innova,91890,Diesel,Manual,3,6.18,11
Toyota Glanza,51250,Petrol,Manual,1,7.28,3
Toyota Fortuner,95520,Diesel,Manual,1,5.46,15
MG HECTOR PLUS,60000,Petrol,Auto,1,12.5,5
KIA SONET,15210,Petrol,Manual,1,9.5,2
Volkswagen TAIGUN,66650,Petrol,Manual,1,13.0,3
Skoda Octavia,120000,Diesel,Auto,2,6.75,9
MG HECTOR,62340,Diesel,Manual,1,11.0,5
Honda City,120000,Diesel,Manual,1,10.5,4
Volkswagen TAIGUN,64290,Petrol,Manual,1,12.5,3
KIA SONET,11480,Petrol,Auto,1,10.0,2
Maruti New Wagon-R,110000,Petrol,Manual,1,4.63,4
Renault Koleos,140000,Diesel,Auto,2,3.71,12
Toyota Fortuner,200000,Diesel,Manual,3,11.99,9
Mahindra TUV300,94200,Diesel,Manual,1,6.8,6
Hyundai Verna,25870,Petrol,Auto,2,13.0,2
KIA SONET,13290,Petrol,Manual,1,10.13,3
Maruti S Cross,160000,Diesel,Manual,3,4.54,8
Mahindra XUV500,100000,Diesel,Manual,1,6.8,10
MG HECTOR,280000,Diesel,Manual,1,9.9,6
Jeep Compass,70760,Petrol,Auto,1,9.5,6
Skoda Octavia,150000,Diesel,Auto,1,7.75,10
Maruti New Wagon-R,29700,Petrol,Manual,1,4.71,4
Maruti S Cross,97570,Diesel,Manual,2,5.36,9
Tata TIGOR EV,24460,Electric,Auto,1,12.39,1
Chevrolet Cruze,210000,Diesel,Manual,1,4.37,11
Audi A6,180000,Diesel,Auto,3,7.0,15
Tata Safari Storme,130000,Diesel,Manual,2,5.0,10
Mahindra XUV300,7330,Petrol,Manual,1,7.21,4
MG HECTOR,19260,Petrol,Manual,1,11.94,6
Audi Q3,160000,Diesel,Auto,1,10.0,10
Audi A6,89990,Diesel,Auto,2,10.0,11
Volkswagen TAIGUN,77410,Petrol,Manual,1,11.5,4
Tata NEXON EV,83190,Electric,Auto,1,12.5,2
Mahindra TUV300,91670,Diesel,Auto,1,6.2,9
Skoda Octavia,110000,Diesel,Auto,3,4.45,11
Mercedes Benz E Class,77290,Diesel,Auto,1,11.92,12
Tata Harrier,97490,Diesel,Manual,2,11.0,6
MG HECTOR,210000,Diesel,Manual,1,11.01,6
Hyundai VENUE,100000,Petrol,Manual,1,10.38,1
Tata Harrier,39000,Diesel,Auto,2,17.5,3
Audi Q7,120000,Diesel,Auto,1,10.77,12
ISUZU D-Max V Cross,120000,Diesel,Manual,2,11.8,7
Volkswagen TAIGUN,55860,Petrol,Manual,1,10.91,3
Volkswagen TAIGUN,38290,Petrol,Auto,1,11.9,4
Toyota Innova Crysta,120000,Diesel,Manual,2,15.83,5
Tata NEXON EV,35330,Electric,Auto,1,14.4,2
Hyundai Tucson,120000,Diesel,Auto,1,14.0,7
Mahindra XUV700,46410,Petrol,Manual,2,11.11,3
Volkswagen Polo,76060,Diesel,Manual,1,3.0,9
Maruti Wagon R 1.0,100000,Petrol,Manual,3,1.6,9
Maruti Swift Dzire,110000,Diesel,Manual,1,3.38,11
Tata PUNCH,41190,Petrol,Manual,1,5.47,3
Honda BR-V,229999,Diesel,Manual,1,5.5,9
Maruti Swift,85010,Petrol,Manual,1,5.35,6
Mahindra Scorpio,180000,Diesel,Manual,3,3.29,12
Hyundai Grand i10,170000,Petrol,Manual,1,4.67,7
KIA SELTOS,60170,Petrol,Manual,2,9.35,5
KIA SELTOS,86730,Diesel,Manual,1,10.49,6
Hyundai Eon,21720,Petrol,Manual,2,1.83,13
Renault Kwid,44880,Petrol,Manual,2,2.69,7
Maruti Celerio,39050,Petrol,Manual,2,3.38,9
Maruti Swift,160000,Diesel,Manual,2,1.59,15
Mahindra XUV300,76710,Diesel,Manual,1,12.35,2
Hyundai Verna,90350,Diesel,Manual,3,1.48,14
Tata ALTROZ,16620,Petrol,Manual,1,6.83,2
KIA SONET,51230,Diesel,Manual,1,8.5,5
Toyota Etios,220000,Diesel,Manual,3,3.0,13
Renault Kwid,120000,Petrol,Manual,2,1.58,9
Maruti Swift Dzire,220000,Petrol,Manual,1,3.5,10
Tata Tiago,90730,Petrol,Manual,2,2.7,8
Hyundai i10,69000,Petrol,Manual,2,1.98,12
Hyundai Grand i10,130000,Petrol,Manual,1,3.6,8
Tata Indigo ECS,130000,Diesel,Manual,1,2.0,8
Maruti Ciaz,180000,Diesel,Manual,2,3.5,10
Tata Indigo ECS,200000,Diesel,Manual,1,1.2,9
Ford Ecosport,110000,Diesel,Manual,2,4.33,8
Hyundai Accent,74000,Petrol,Manual,2,2.0,12
Hyundai Eon,110000,Petrol,Manual,2,2.0,7
Maruti Ertiga,2760,Petrol,Manual,1,11.0,1
Hyundai VENUE,110000,Diesel,Manual,1,7.58,6
Renault Duster,150000,Diesel,Manual,1,3.19,11
Volkswagen Vento,90050,Petrol,Auto,2,8.0,4
Toyota Innova,150000,Diesel,Manual,4,4.4,11
Maruti Swift,140000,Diesel,Manual,1,4.32,8
Maruti Dzire,130000,Diesel,Manual,1,4.91,7
Honda Amaze,68890,Diesel,Manual,1,4.87,6
Tata Zest,48900,Petrol,Manual,2,2.98,7
Maruti Vitara Brezza,170000,Diesel,Manual,1,4.62,8
Honda WR-V,41780,Petrol,Manual,1,5.78,6
Tata Indica EV2,47720,Diesel,Manual,2,2.2,8
Ford New Figo,81720,Diesel,Manual,2,1.87,10
Maruti Alto 800,63420,Petrol,Manual,2,2.27,6
Skoda SLAVIA,17920,Petrol,Manual,1,13.16,3
Renault Kwid,90010,Petrol,Manual,2,2.4,9
Tata Tiago,66480,Petrol,Manual,2,2.29,8
Mahindra XUV700,140000,Petrol,Manual,1,15.28,4
Renault Kwid,72780,Petrol,Manual,2,1.52,9
Maruti Ritz,85150,Diesel,Manual,3,1.45,13
Maruti Alto 800,22230,Petrol,Manual,1,1.4,11
Hyundai Santro Xing,90210,Petrol,Manual,2,1.51,12
Maruti Dzire,64379,Diesel,Manual,1,5.25,7
Honda Amaze,110000,Diesel,Manual,5,1.5,11
Maruti Vitara Brezza,87280,Diesel,Manual,2,4.95,8
Hyundai Verna,36160,Petrol,Manual,1,5.0,7
Honda Amaze,58690,Diesel,Manual,1,2.48,12
Renault Kwid,44840,Petrol,Manual,1,1.77,8
Maruti Swift Dzire,170000,Diesel,Manual,3,3.52,11
Maruti Ritz,85190,Diesel,Manual,3,1.42,13
Datsun Redi Go,57710,Petrol,Manual,1,1.5,8
Maruti Wagon R 1.0,76120,Petrol,Manual,2,1.65,12
Hyundai i10,70650,Petrol,Manual,3,1.65,11
Maruti Swift,89620,Petrol,Manual,2,2.25,12
MG HECTOR,140000,Diesel,Manual,1,10.41,5
Hyundai Grand i10,72500,Diesel,Manual,1,2.5,10
Maruti Ritz,85190,Diesel,Manual,3,1.51,13
Tata NEXON,13480,Petrol,Manual,1,6.25,3
Audi Q3,66460,Diesel,Auto,1,8.14,12
Hyundai i10,60340,Petrol,Manual,1,1.6,12
Maruti Ciaz,67560,Diesel,Manual,2,4.75,10
Volkswagen Polo,27440,Petrol,Manual,1,4.92,6
Toyota Etios,100000,Petrol,Manual,3,1.36,13
Tata Zest,84800,Petrol,Manual,1,1.82,9
Volkswagen Polo,130000,Diesel,Manual,2,1.42,13
Renault Kwid,27540,Petrol,Auto,2,2.3,6
Honda Amaze,69400,Diesel,Manual,2,2.5,12
Maruti Wagon R 1.0,71480,Petrol,Manual,2,1.4,14
Maruti Wagon R 1.0,80090,Petrol,Manual,1,2.3,9
Maruti Wagon R 1.0,110000,Petrol,Manual,1,2.21,9
Honda Amaze,94380,Diesel,Manual,2,2.6,9
Skoda Rapid,95820,Diesel,Manual,4,1.42,13
Maruti Swift,67260,Diesel,Manual,1,3.75,9
Honda Brio,29720,Petrol,Manual,4,1.62,12
Maruti Ciaz,69280,Diesel,Manual,1,4.9,10
Tata Zest,78000,Diesel,Manual,1,2.21,10
Maruti Alto 800,61130,Petrol,Manual,2,2.32,6
Hyundai Eon,140000,Petrol,Manual,3,1.04,13
Maruti Alto,12900,Petrol,Manual,1,1.4,15
Mahindra XUV500,140000,Diesel,Manual,2,2.25,13
Hyundai Santro Xing,77410,Petrol,Manual,1,1.08,13
Maruti Swift,21000,Petrol,Manual,1,6.84,1
Maruti Alto 800,37580,Petrol,Manual,1,1.45,11
Toyota Etios,86530,Diesel,Manual,1,3.8,12
Maruti Swift,58250,Petrol,Manual,1,5.45,5
Maruti Wagon R 1.0,120000,Petrol,Manual,2,2.56,7
Hyundai NEW I20,8510,Petrol,Manual,1,6.0,2
Honda Brio,110000,Petrol,Manual,1,1.5,13
Hyundai i10,82190,Petrol,Manual,3,1.5,12
Maruti Wagon R 1.0,73100,Petrol,Manual,1,2.32,12
Maruti Alto K10,88100,Petrol,Manual,3,1.35,12
Tata Zest,120000,Diesel,Manual,2,1.31,11
Volkswagen Ameo,75150,Diesel,Auto,2,2.81,9
Tata Indica EV2,65730,Diesel,Manual,2,1.12,11
Chevrolet Beat,110000,Petrol,Manual,5,1.12,10
Maruti Baleno,65000,Petrol,Manual,1,3.72,9
Tata TIGOR,56480,Diesel,Manual,1,3.8,7
Renault TRIBER,25380,Petrol,Manual,1,4.6,2
Honda Jazz,120000,Petrol,Manual,2,1.56,13
Honda City,73510,Petrol,Manual,1,2.1,13
Maruti Eeco,24050,Petrol,Manual,2,1.49,12
Nissan Micra,58410,Petrol,Manual,2,1.2,12
Tata Zest,140000,Diesel,Manual,1,2.49,9
Volkswagen Ameo,37250,Petrol,Manual,1,3.13,9
Renault Duster,88070,Diesel,Manual,2,2.65,13
Maruti Wagon R 1.0,79270,Petrol,Manual,1,3.0,7
Hyundai i10,86070,Petrol,Manual,3,1.2,13
Maruti Alto,69060,Petrol,Manual,2,1.4,13
Maruti Swift Dzire,63290,Petrol,Manual,1,2.5,13
Maruti Wagon R 1.0,73500,CNG,Manual,1,2.65,13
Skoda Rapid,77330,Diesel,Manual,2,1.5,12
Honda City,72980,Diesel,Manual,2,3.75,11
Maruti Dzire,54000,Petrol,Manual,1,4.7,7
Hyundai Santro Xing,91110,Petrol,Manual,2,1.06,13
Nissan Micra,160000,Diesel,Manual,2,1.4,13
Renault TRIBER,76690,Petrol,Manual,1,4.95,4
Toyota Etios,84670,Petrol,Manual,2,1.48,14
Mahindra XUV300,39430,Diesel,Manual,1,5.97,6
Maruti Swift Dzire,92800,Petrol,Manual,3,2.5,10
Renault Duster,220000,Diesel,Manual,4,2.63,11
Maruti Vitara Brezza,120000,Diesel,Manual,1,5.14,9
Maruti Swift Dzire,84380,Petrol,Manual,3,2.3,12
Tata Tiago,89870,Petrol,Manual,1,3.15,7
Hyundai Grand i10,57920,Petrol,Manual,1,4.65,6
Maruti Wagon R 1.0,59230,Petrol,Auto,1,2.61,9
Renault Duster,100000,Diesel,Manual,1,1.96,13
Ford Figo,240000,Diesel,Manual,1,1.0,13
Tata Indigo ECS,65099,Diesel,Manual,1,1.69,9
Maruti Alto 800,87610,Petrol,Manual,1,1.6,9
Tata ALTROZ,72030,Diesel,Manual,1,5.49,5
Renault TRIBER,67370,Petrol,Manual,2,4.3,5
Volkswagen Vento,95090,Petrol,Manual,2,1.55,14
Skoda Laura,110000,Diesel,Manual,3,1.75,14
Renault Duster,56390,Diesel,Manual,3,1.98,13
Maruti IGNIS,56970,Petrol,Manual,2,2.96,8
Hyundai Elite i20,84930,Diesel,Manual,2,3.19,10
Renault Kwid,32450,Petrol,Manual,1,2.9,6
Maruti Baleno,63900,Petrol,Manual,1,4.8,8
Hyundai Creta,72520,Diesel,Manual,1,8.5,5
Volkswagen Polo,170000,Diesel,Manual,1,2.95,9
Maruti Wagon R 1.0,44430,Petrol,Manual,1,2.99,8
Tata Safari,100000,Diesel,Manual,3,1.0,13
Honda Amaze,39960,Petrol,Manual,2,4.72,6
Hyundai i20,89260,Petrol,Manual,2,1.29,14
Maruti IGNIS,62620,Petrol,Manual,2,3.23,7
Honda Brio,80760,Petrol,Manual,4,1.39,14
KIA CARENS,20570,Petrol,Manual,1,9.38,2
Honda City,130000,Diesel,Manual,1,6.5,6
Maruti Dzire,92900,Diesel,Manual,2,4.5,6
Hyundai Verna,91270,Diesel,Manual,4,2.72,12
Hyundai Verna,36250,Diesel,Manual,1,6.37,6
Hyundai Grand i10,36650,Petrol,Manual,1,3.09,9
Ford Figo,82980,Diesel,Manual,2,1.24,14
Hyundai Grand i10,65220,Diesel,Manual,1,4.13,7
Toyota Etios,80840,Petrol,Manual,1,1.4,14
Mahindra Thar,27460,Diesel,Auto,2,13.83,4
Mahindra Scorpio,120000,Diesel,Manual,1,8.65,8
Maruti Alto K10,76320,Petrol,Auto,1,2.8,7
Toyota Corolla Altis,84520,Diesel,Manual,3,2.49,13
Maruti Dzire,74500,Petrol,Manual,1,5.75,6
Maruti SX4,91440,Petrol,Manual,3,1.1,15
Mahindra Bolero,130000,Diesel,Manual,1,1.9,14
Maruti Wagon R 1.0,86440,Petrol,Manual,1,3.22,7
Honda Jazz,56900,Petrol,Manual,1,3.3,9
Maruti Alto K10,35200,Petrol,Manual,1,1.4,13
Maruti Wagon R 1.0,87240,Petrol,Manual,2,1.43,14
Maruti Baleno,87970,Diesel,Manual,1,4.8,7
Hyundai Grand i10,83200,Petrol,Manual,2,6.5,7
Maruti Alto 800,58250,Petrol,Manual,2,2.65,10
Hyundai Verna,130000,Petrol,Manual,1,2.54,13
Honda Amaze,120000,Diesel,Manual,2,1.95,11
Hyundai VENUE,8400,Petrol,Manual,1,9.5,1
Maruti New Wagon-R,20800,Petrol,Manual,1,4.99,5
Renault Duster,85160,Diesel,Manual,1,2.5,11
Hyundai i20 Active,54220,Petrol,Manual,1,4.95,9
Tata TIAGO EV,44590,Electric,Auto,1,5.75,2
Toyota Camry,92350,Hybrid,Auto,1,9.22,9
Hyundai Elite i20,99260,Petrol,Manual,1,3.83,9
Maruti Swift Dzire,100000,Diesel,Manual,1,3.6,9
Tata ALTROZ,25510,Petrol,Manual,1,6.5,4
Mahindra KUV 100 NXT,58220,Diesel,Manual,2,2.8,7
Maruti Swift,130000,Diesel,Manual,2,1.55,14
KIA SELTOS,100000,Diesel,Auto,1,8.5,5
Hyundai Elite i20,97370,Petrol,Manual,1,4.65,7
MG HECTOR,140000,Diesel,Manual,2,8.0,6
KIA SONET,21720,Petrol,Manual,1,9.58,1
Tata Tiago,96000,Diesel,Manual,2,3.0,6
Maruti Baleno,13230,Petrol,Manual,1,5.38,5
Tata Indigo ECS,140000,Diesel,Manual,2,1.18,11
Hyundai Verna,15020,Petrol,Manual,1,12.11,1
Mahindra Bolero,30030,Diesel,Manual,1,8.25,3
Renault Kwid,51430,Petrol,Auto,1,3.55,5
Mahindra XUV500,66800,Diesel,Manual,1,7.75,9
Ford Ecosport,150000,Diesel,Manual,2,3.14,9
Ford Ecosport,45260,Petrol,Manual,3,4.0,8
Chevrolet Cruze,85290,Diesel,Manual,2,3.25,13
Landrover Range Rover Sport,96760,Diesel,Auto,2,7.59,15
Mahindra XUV500,82360,Diesel,Manual,2,3.67,10
Hyundai Elite i20,48000,Diesel,Manual,2,3.85,10
Hyundai VENUE,36130,Petrol,Manual,1,6.87,5
Tata NEXON,15670,Diesel,Manual,1,11.05,1
Hyundai Elite i20,85940,Diesel,Manual,3,3.58,10
Hyundai Verna,58530,Diesel,Auto,1,7.73,8
Maruti New Wagon-R,22170,Petrol,Manual,1,4.71,4
Tata NEXON,79070,Diesel,Auto,2,5.7,7
Hyundai Creta,71770,Diesel,Manual,1,7.5,9
Mahindra Thar,28030,Diesel,Manual,1,11.21,2
Maruti Dzire,69320,Diesel,Manual,2,5.62,7
Ford Ecosport,150000,Diesel,Manual,1,3.5,9
Ford Ecosport,59240,Diesel,Manual,1,5.0,8
Hyundai Creta,68380,Diesel,Manual,2,6.8,9
Audi Q3,67600,Diesel,Auto,2,7.5,10
Honda Amaze,40400,Petrol,Manual,1,4.99,7
Maruti S PRESSO,3240,Petrol,Manual,1,5.39,1
Maruti Eeco,84220,Petrol,Manual,1,5.36,3
Toyota Innova,120000,Diesel,Manual,1,3.95,13
Honda Jazz,59610,Diesel,Manual,2,4.23,7
MG HECTOR PLUS,130000,Diesel,Manual,1,10.5,4
Hyundai Creta,100000,Diesel,Manual,1,9.56,4
Mahindra Thar,25440,Petrol,Auto,2,11.99,4
Honda City,28000,Petrol,Manual,2,5.27,9
Tata Safari Storme,74120,Diesel,Manual,3,4.25,9
Maruti Wagon R 1.0,85020,Petrol,Manual,2,3.0,7
Tata ALTROZ,19220,Petrol,Manual,1,9.02,2
Maruti New Wagon-R,100000,Petrol,Manual,1,4.0,5
Tata ALTROZ,95580,Petrol,Manual,1,5.5,4
Hyundai Grand i10,57060,Petrol,Manual,2,3.64,7
Tata Harrier,7640,Diesel,Manual,1,16.0,2
Hyundai Elite i20,170000,Diesel,Manual,1,3.6,9
Toyota Fortuner,120000,Diesel,Manual,2,9.5,11
Honda City,21060,Petrol,Manual,1,6.0,7
KIA CARENS,48330,Petrol,Manual,1,9.5,1
KIA SELTOS,50110,Petrol,Manual,1,14.32,2
MG HECTOR,59500,Diesel,Manual,1,11.74,5
MG ASTOR,47470,Petrol,Manual,1,10.9,3
Mahindra SCORPIO CLASSIC,36110,Diesel,Manual,1,12.18,2
BMW X1,64720,Diesel,Auto,2,12.5,8
Maruti Baleno,43290,Petrol,Manual,1,5.39,4
Honda Amaze,57050,Petrol,Manual,1,6.0,2
Mahindra Scorpio,140000,Diesel,Manual,1,12.37,5
Hyundai Creta,26710,Diesel,Manual,1,13.6,4
Maruti Vitara Brezza,66150,Diesel,Manual,2,6.0,6
Maruti Baleno,30950,Petrol,Manual,1,5.55,4
Toyota Innova,190000,Diesel,Manual,2,4.5,12
Hyundai Creta,120000,Diesel,Manual,1,9.49,5
Honda Amaze,36730,Petrol,Manual,1,6.76,4
KIA SELTOS,72140,Diesel,Manual,1,13.5,4
Hyundai NEW I20 N LINE,45170,Petrol,Auto,1,7.6,4
Hyundai EXTER,9370,Petrol,Manual,1,11.01,1
Mahindra SCORPIO-N,32390,Diesel,Manual,1,16.0,2
Honda City,22800,Petrol,Auto,2,8.5,6
Toyota Innova Crysta,98660,Diesel,Auto,3,9.99,9
Honda WR-V,44320,Petrol,Manual,1,5.97,5
Maruti Vitara Brezza,67630,Diesel,Auto,1,7.0,7
KIA SELTOS,30930,Diesel,Manual,2,15.16,2
Mahindra XUV500,27630,Diesel,Manual,1,8.5,9
Toyota Fortuner,120000,Diesel,Auto,2,6.5,12
Hyundai Creta,37150,Diesel,Manual,1,6.47,10
Mahindra NUVOSPORT,76390,Diesel,Manual,1,3.9,9
Skoda Octavia,120000,Diesel,Auto,1,5.33,12
Ford Ecosport,130000,Diesel,Manual,1,5.8,5
Tata ALTROZ,87680,Diesel,Manual,1,5.5,4
Maruti New Wagon-R,61180,Petrol,Manual,1,4.1,6
Toyota Innova,190000,Diesel,Manual,1,4.6,11
Mahindra XUV300,130000,Diesel,Manual,1,7.5,5
Renault Duster,130000,Diesel,Manual,3,2.02,11
MG HECTOR,77920,Diesel,Manual,2,8.73,6
Hyundai NEW SANTRO,70660,Petrol,Manual,2,3.23,7
Maruti New Wagon-R,67320,Petrol,Manual,1,4.96,3
Mahindra XUV500,110000,Diesel,Manual,3,5.5,8
Maruti Ciaz,11470,Petrol,Manual,1,7.9,5
Mahindra Scorpio,90930,Diesel,Manual,1,4.28,13
Toyota Innova Crysta,93250,Diesel,Manual,2,18.0,3
Ford Ecosport,59270,Diesel,Manual,2,3.8,10
Maruti Grand Vitara,37380,Petrol,Manual,1,11.95,2
MG HECTOR PLUS,34500,Diesel,Manual,1,16.5,2
Skoda Octavia,76010,Diesel,Auto,2,5.5,10
Toyota Innova Crysta,150000,Diesel,Manual,1,9.4,9
Tata Safari Storme,170000,Diesel,Manual,5,3.5,9
Tata Tiago,69420,Diesel,Manual,2,3.99,6
Maruti New Wagon-R,75620,Petrol,Manual,1,4.65,4
Maruti Eeco,64349,Petrol,Manual,2,3.6,5
Maruti Vitara Brezza,130000,Diesel,Manual,1,4.5,9
Audi Q5,95570,Diesel,Auto,2,6.5,11
KIA SONET,27270,Diesel,Auto,1,11.88,4
Hyundai Creta,65450,Diesel,Auto,3,10.5,5
Toyota Innova,250000,Diesel,Manual,2,4.99,9
Mahindra XUV300,36330,Petrol,Auto,1,7.5,4
Audi A3,39820,Diesel,Auto,1,9.5,10
Maruti Grand Vitara,10650,Hybrid,Auto,1,17.19,2
Renault Duster,86290,Diesel,Manual,1,3.8,10
Renault Captur,180000,Diesel,Manual,2,4.9,8
Toyota Innova Crysta,120000,Diesel,Manual,2,10.5,8
Audi Q3,77830,Diesel,Auto,2,9.5,10
MG HECTOR PLUS,61050,Diesel,Manual,1,15.25,3
Ford Ecosport,33800,Diesel,Manual,1,8.9,4
Maruti S Cross,160000,Diesel,Manual,3,3.37,9
Mahindra XUV300,31050,Petrol,Manual,1,6.45,6
MG HECTOR PLUS,53760,Diesel,Manual,1,13.0,5
Hyundai GRAND I10 NIOS,59020,Petrol,Manual,2,4.41,5
Audi Q3,120000,Diesel,Auto,2,8.0,10
Mahindra MARAZZO,81040,Diesel,Manual,1,5.65,7
Landrover Range Rover,56810,Diesel,Auto,2,15.3,12
Volkswagen TAIGUN,29200,Petrol,Auto,1,14.0,2
Mahindra XUV300,89580,Diesel,Manual,1,9.2,5
KIA SELTOS,61470,Diesel,Manual,1,13.43,3
MG HECTOR,31730,Petrol,Auto,1,10.5,5
Mahindra XUV500,81130,Diesel,Manual,2,5.86,9
Mahindra XUV500,46790,Diesel,Manual,1,7.6,9
